Customer ID,Recency,Frequency,Monetary,R,F,M,RFM_SCORE,Segment
15429.0,27,2,397.35,4,2,2,422,Potential Loyalists
15430.0,468,2,954.75,1,2,3,123,Hibernating
15431.0,503,1,153.24,1,1,1,111,Hibernating
15432.0,23,2,320.76,4,2,2,422,Potential Loyalists
15433.0,214,2,533.3,2,2,2,222,Hibernating
15434.0,8,11,2567.06,5,5,4,554,Champions
15435.0,22,1,149.29,4,1,1,411,Promising
15436.0,12,3,1122.53,5,3,3,533,Potential Loyalists
15437.0,262,2,393.45,2,2,2,222,Hibernating
15438.0,131,1,156.57999999999998,3,1,1,311,About to Sleep
15439.0,405,4,1269.05,2,3,4,234,At Risk
15440.0,55,3,383.68,4,3,2,432,Potential Loyalists
15441.0,396,3,1254.21,2,3,4,234,At Risk
15442.0,249,1,594.0,2,1,2,212,Hibernating
15443.0,2,14,5175.93,5,5,5,555,Champions
15444.0,9,2,1418.26,5,2,4,524,Potential Loyalists
15445.0,264,2,284.5,2,2,1,221,Hibernating
15446.0,377,3,406.95,2,3,2,232,At Risk
15447.0,331,5,492.88,2,4,2,242,At Risk
15448.0,313,2,788.81,2,2,3,223,Hibernating
15449.0,26,3,974.52,4,3,3,433,Potential Loyalists
15450.0,30,1,429.84,4,1,2,412,Promising
15451.0,434,2,233.21,1,2,1,121,Hibernating
15452.0,30,6,1799.1100000000001,4,4,4,444,Loyal Customers
15453.0,2,7,1388.37,5,4,4,544,Champions
15454.0,362,2,307.69,2,2,2,222,Hibernating
15455.0,598,1,38.25,1,1,1,111,Hibernating
15456.0,283,10,2119.27,2,5,4,254,Can't Lose
15457.0,262,1,237.07,2,1,1,211,Hibernating
15458.0,25,2,370.43999999999994,4,2,2,422,Potential Loyalists
15459.0,417,2,202.82999999999998,1,2,1,121,Hibernating
15460.0,354,1,216.76,2,1,1,211,Hibernating
15461.0,461,2,429.7,1,2,2,122,Hibernating
15462.0,94,4,737.05,3,3,3,333,Need Attention
15463.0,29,1,126.14,4,1,1,411,Promising
15464.0,338,1,1048.85,2,1,3,213,Hibernating
15465.0,20,32,12655.65,4,5,5,455,Loyal Customers
15466.0,85,4,1571.01,3,3,4,334,Need Attention
15467.0,9,3,524.88,5,3,2,532,Potential Loyalists
15468.0,51,3,1430.48,4,3,4,434,Potential Loyalists
15469.0,50,3,874.25,4,3,3,433,Potential Loyalists
15470.0,576,1,63.419999999999995,1,1,1,111,Hibernating
15471.0,2,3,1316.56,5,3,4,534,Potential Loyalists
15472.0,113,1,371.56,3,1,2,312,About to Sleep
15473.0,14,8,2046.0,5,4,4,544,Champions
15474.0,596,1,163.1,1,1,1,111,Hibernating
15475.0,77,1,454.10999999999996,3,1,2,312,About to Sleep
15476.0,380,4,2209.98,2,3,4,234,At Risk
15477.0,650,1,368.4,1,1,2,112,Hibernating
15478.0,40,3,2024.98,4,3,4,434,Potential Loyalists
15479.0,733,1,147.4,1,1,1,111,Hibernating
15480.0,116,5,6279.0,3,4,5,345,Loyal Customers
15481.0,401,1,1993.34,2,1,4,214,Hibernating
15482.0,16,19,14592.56,5,5,5,555,Champions
15483.0,161,10,862.2,3,5,3,353,Loyal Customers
15484.0,1,6,4656.0,5,4,5,545,Champions
15485.0,30,7,5771.51,4,4,5,445,Loyal Customers
15486.0,527,1,102.0,1,1,1,111,Hibernating
15487.0,680,1,231.32,1,1,1,111,Hibernating
15488.0,93,5,431.92,3,4,2,342,Loyal Customers
15489.0,23,8,2419.61,4,4,4,444,Loyal Customers
15490.0,430,1,217.6,1,1,1,111,Hibernating
15491.0,95,6,3100.09,3,4,5,345,Loyal Customers
15492.0,28,2,659.4599999999999,4,2,3,423,Potential Loyalists
15493.0,33,9,4314.9800000000005,4,5,5,455,Loyal Customers
15494.0,21,5,3780.05,4,4,5,445,Loyal Customers
15495.0,379,1,246.5,2,1,1,211,Hibernating
15496.0,631,1,146.14000000000001,1,1,1,111,Hibernating
15497.0,18,9,8657.39,5,5,5,555,Champions
15498.0,3,44,26039.58,5,5,5,555,Champions
15499.0,724,1,161.6,1,1,1,111,Hibernating
15500.0,8,4,1131.56,5,3,3,533,Potential Loyalists
15501.0,405,2,402.5,2,2,2,222,Hibernating
15502.0,16,14,13993.47,5,5,5,555,Champions
15503.0,363,2,267.15,2,2,1,221,Hibernating
15504.0,81,4,423.85,3,3,2,332,Need Attention
15505.0,53,5,3610.96,4,4,5,445,Loyal Customers
15506.0,23,6,2040.03,4,4,4,444,Loyal Customers
15507.0,172,1,492.36,3,1,2,312,About to Sleep
15508.0,189,6,1000.27,3,4,3,343,Loyal Customers
15509.0,380,1,166.51,2,1,1,211,Hibernating
15510.0,331,1,250.0,2,1,1,211,Hibernating
15511.0,12,5,909.23,5,4,3,543,Champions
15512.0,156,4,331.58,3,3,2,332,Need Attention
15513.0,33,35,27750.55,4,5,5,455,Loyal Customers
15514.0,12,18,6598.55,5,5,5,555,Champions
15515.0,387,1,171.81,2,1,1,211,Hibernating
15516.0,45,3,62.43,4,3,1,431,Potential Loyalists
15517.0,233,1,267.03,2,1,1,211,Hibernating
15518.0,64,15,4218.94,3,5,5,355,Loyal Customers
15519.0,383,2,344.61,2,2,2,222,Hibernating
15520.0,2,1,343.5,5,1,2,512,New Customers
15521.0,40,16,7106.69,4,5,5,455,Loyal Customers
15522.0,33,2,398.84,4,2,2,422,Potential Loyalists
15523.0,84,16,17359.99,3,5,5,355,Loyal Customers
15524.0,25,2,591.4,4,2,2,422,Potential Loyalists
15525.0,2,4,1295.7,5,3,4,534,Potential Loyalists
15526.0,33,2,148.44,4,2,1,421,Potential Loyalists
15527.0,19,23,5575.64,5,5,5,555,Champions
15528.0,254,1,229.33,2,1,1,211,Hibernating
15529.0,23,12,5111.95,4,5,5,455,Loyal Customers
15530.0,22,5,1813.72,4,4,4,444,Loyal Customers
15531.0,8,2,2007.44,5,2,4,524,Potential Loyalists
15532.0,25,10,3771.9,4,5,5,455,Loyal Customers
15533.0,19,3,807.57,5,3,3,533,Potential Loyalists
15534.0,726,1,162.25,1,1,1,111,Hibernating
15535.0,173,6,1087.82,3,4,3,343,Loyal Customers
15536.0,409,1,259.09,2,1,1,211,Hibernating
15537.0,163,1,110.92,3,1,1,311,About to Sleep
15538.0,538,6,3358.3999999999996,1,4,5,145,At Risk
15539.0,7,1,538.46,5,1,2,512,New Customers
15540.0,11,2,460.68,5,2,2,522,Potential Loyalists
15541.0,114,1,85.13000000000001,3,1,1,311,About to Sleep
15542.0,512,3,918.45,1,3,3,133,At Risk
15543.0,288,2,242.84,2,2,1,221,Hibernating
15544.0,9,20,8162.43,5,5,5,555,Champions
15545.0,54,2,428.05,4,2,2,422,Potential Loyalists
15546.0,607,2,1079.1000000000001,1,2,3,123,Hibernating
15547.0,7,26,10154.39,5,5,5,555,Champions
15548.0,596,1,158.09,1,1,1,111,Hibernating
15549.0,77,8,2345.96,3,4,4,344,Loyal Customers
15550.0,4,12,2218.8,5,5,4,554,Champions
15551.0,37,7,1710.08,4,4,4,444,Loyal Customers
15552.0,217,2,252.52,2,2,1,221,Hibernating
15553.0,60,1,437.23,3,1,2,312,About to Sleep
15554.0,278,1,217.2,2,1,1,211,Hibernating
15555.0,12,36,12112.35,5,5,5,555,Champions
15556.0,24,1,279.77,4,1,1,411,Promising
15557.0,29,1,473.65000000000003,4,1,2,412,Promising
15558.0,639,1,214.13,1,1,1,111,Hibernating
15559.0,568,1,1109.4,1,1,3,113,Hibernating
15560.0,398,2,153.52,2,2,1,221,Hibernating
15561.0,12,8,1934.3899999999999,5,4,4,544,Champions
15562.0,352,3,673.3800000000001,2,3,3,233,At Risk
15563.0,22,7,2867.0,4,4,4,444,Loyal Customers
15564.0,463,2,70.74000000000001,1,2,1,121,Hibernating
15565.0,50,2,173.16,4,2,1,421,Potential Loyalists
15566.0,393,2,227.87,2,2,1,221,Hibernating
15567.0,19,1,186.01,5,1,1,511,New Customers
15568.0,3,3,758.29,5,3,3,533,Potential Loyalists
15569.0,104,10,3586.35,3,5,5,355,Loyal Customers
15570.0,7,25,9311.04,5,5,5,555,Champions
15571.0,12,14,4051.63,5,5,5,555,Champions
15572.0,5,10,4068.67,5,5,5,555,Champions
15573.0,32,5,1207.18,4,4,3,443,Loyal Customers
15574.0,178,6,1518.7,3,4,4,344,Loyal Customers
15575.0,620,1,30.1,1,1,1,111,Hibernating
15576.0,38,1,940.6700000000001,4,1,3,413,Promising
15577.0,151,5,397.98,3,4,2,342,Loyal Customers
15578.0,162,1,127.1,3,1,1,311,About to Sleep
15579.0,69,5,1302.5,3,4,4,344,Loyal Customers
15580.0,377,8,1381.19,2,4,4,244,At Risk
15581.0,121,38,7794.59,3,5,5,355,Loyal Customers
15582.0,25,3,682.9100000000001,4,3,3,433,Potential Loyalists
15583.0,376,1,107.86,2,1,1,211,Hibernating
15584.0,24,6,1277.5,4,4,4,444,Loyal Customers
15585.0,177,1,455.3,3,1,2,312,About to Sleep
15586.0,593,3,1139.1,1,3,3,133,At Risk
15587.0,50,7,1522.0800000000002,4,4,4,444,Loyal Customers
15588.0,678,1,579.6,1,1,2,112,Hibernating
15589.0,256,3,478.53000000000003,2,3,2,232,At Risk
15590.0,382,5,1496.6,2,4,4,244,At Risk
15591.0,583,3,217.9,1,3,1,131,At Risk
15592.0,47,1,388.58,4,1,2,412,Promising
15593.0,71,1,199.8,3,1,1,311,About to Sleep
15594.0,16,5,1771.78,5,4,4,544,Champions
15595.0,488,1,357.6,1,1,2,112,Hibernating
15596.0,101,9,3130.04,3,5,5,355,Loyal Customers
15597.0,35,2,563.37,4,2,2,422,Potential Loyalists
15598.0,53,2,548.02,4,2,2,422,Potential Loyalists
15599.0,27,3,1250.06,4,3,4,434,Potential Loyalists
15600.0,428,4,1199.31,1,3,3,133,At Risk
15601.0,11,30,14960.12,5,5,5,555,Champions
15602.0,8,16,3230.51,5,5,5,555,Champions
15603.0,79,2,88.48,3,2,1,321,About to Sleep
15604.0,52,1,216.39,4,1,1,411,Promising
15605.0,36,9,1936.8,4,5,4,454,Loyal Customers
15606.0,61,17,5230.99,3,5,5,355,Loyal Customers
15607.0,337,9,1708.97,2,5,4,254,Can't Lose
15608.0,28,5,1785.98,4,4,4,444,Loyal Customers
15609.0,184,1,298.48,3,1,2,312,About to Sleep
15610.0,52,1,112.46000000000001,4,1,1,411,Promising
15611.0,10,26,2997.28,5,5,5,555,Champions
15612.0,36,2,195.15,4,2,1,421,Potential Loyalists
15613.0,610,1,433.71999999999997,1,1,2,112,Hibernating
15614.0,438,4,3147.36,1,3,5,135,At Risk
15615.0,10,47,21373.97,5,5,5,555,Champions
15616.0,438,1,317.11,1,1,2,112,Hibernating
15617.0,396,3,828.5500000000001,2,3,3,233,At Risk
15618.0,33,4,776.851,4,3,3,433,Potential Loyalists
15619.0,11,1,336.40000000000003,5,1,2,512,New Customers
15620.0,57,4,1942.36,4,3,4,434,Potential Loyalists
15621.0,4,4,1293.03,5,3,4,534,Potential Loyalists
15622.0,43,17,7852.61,4,5,5,455,Loyal Customers
15623.0,141,8,2437.05,3,4,4,344,Loyal Customers
15624.0,117,4,588.13,3,3,2,332,Need Attention
15625.0,104,9,3236.4,3,5,5,355,Loyal Customers
15626.0,75,3,1067.52,3,3,3,333,Need Attention
15627.0,457,2,566.9,1,2,2,122,Hibernating
15628.0,5,17,5652.26,5,5,5,555,Champions
15629.0,450,4,2240.9,1,3,4,134,At Risk
15630.0,45,3,1481.4,4,3,4,434,Potential Loyalists
15631.0,642,1,596.67,1,1,2,112,Hibernating
15632.0,16,8,3285.31,5,4,5,545,Champions
15633.0,509,13,4352.46,1,5,5,155,Can't Lose
15634.0,17,2,554.65,5,2,2,522,Potential Loyalists
15635.0,396,1,100.35,2,1,1,211,Hibernating
15636.0,90,4,1444.58,3,3,4,334,Need Attention
15637.0,53,5,797.59,4,4,3,443,Loyal Customers
15638.0,379,6,2265.2,2,4,4,244,At Risk
15639.0,134,3,1065.08,3,3,3,333,Need Attention
15640.0,4,29,23957.58,5,5,5,555,Champions
15641.0,105,12,5345.55,3,5,5,355,Loyal Customers
15642.0,730,1,105.78000000000002,1,1,1,111,Hibernating
15643.0,192,3,664.0,2,3,3,233,At Risk
15644.0,166,4,813.0,3,3,3,333,Need Attention
15645.0,19,3,1055.17,5,3,3,533,Potential Loyalists
15646.0,158,5,974.61,3,4,3,343,Loyal Customers
15647.0,415,1,169.0,1,1,1,111,Hibernating
15648.0,204,2,657.35,2,2,3,223,Hibernating
15649.0,336,4,2170.35,2,3,4,234,At Risk
15650.0,522,2,553.88,1,2,2,122,Hibernating
15651.0,37,5,1259.06,4,4,4,444,Loyal Customers
15652.0,91,5,1420.34,3,4,4,344,Loyal Customers
15653.0,93,2,877.4399999999999,3,2,3,323,About to Sleep
15654.0,9,2,922.53,5,2,3,523,Potential Loyalists
15655.0,243,1,560.67,2,1,2,212,Hibernating
15656.0,45,4,748.5,4,3,3,433,Potential Loyalists
15657.0,23,1,30.0,4,1,1,411,Promising
15658.0,190,8,2423.4700000000003,2,4,4,244,At Risk
15659.0,44,3,532.49,4,3,2,432,Potential Loyalists
15660.0,25,15,2812.99,4,5,4,454,Loyal Customers
15661.0,317,8,1215.95,2,4,3,243,At Risk
15662.0,661,2,283.73,1,2,1,121,Hibernating
15663.0,106,1,138.14,3,1,1,311,About to Sleep
15664.0,51,4,1254.03,4,3,4,434,Potential Loyalists
15665.0,168,5,4015.12,3,4,5,345,Loyal Customers
15666.0,472,2,632.9399999999999,1,2,3,123,Hibernating
15667.0,40,1,301.32,4,1,2,412,Promising
15668.0,218,1,76.32000000000001,2,1,1,211,Hibernating
15669.0,40,4,684.34,4,3,3,433,Potential Loyalists
15670.0,297,2,325.2,2,2,2,222,Hibernating
15671.0,19,7,2657.13,5,4,4,544,Champions
15672.0,725,1,45.300000000000004,1,1,1,111,Hibernating
15673.0,88,9,6414.79,3,5,5,355,Loyal Customers
15674.0,73,13,6948.2300000000005,3,5,5,355,Loyal Customers
15675.0,81,4,542.04,3,3,2,332,Need Attention
15676.0,19,3,3435.76,5,3,5,535,Potential Loyalists
15677.0,49,3,1305.63,4,3,4,434,Potential Loyalists
15678.0,53,3,1893.89,4,3,4,434,Potential Loyalists
15679.0,24,4,781.28,4,3,3,433,Potential Loyalists
15680.0,9,10,4507.58,5,5,5,555,Champions
15681.0,25,14,2989.7,4,5,5,455,Loyal Customers
15682.0,599,2,318.24,1,2,2,122,Hibernating
15683.0,117,2,524.54,3,2,2,322,About to Sleep
15684.0,547,3,173.95,1,3,1,131,At Risk
15685.0,450,1,55.980000000000004,1,1,1,111,Hibernating
15686.0,420,1,90.0,1,1,1,111,Hibernating
15687.0,9,9,2993.1,5,5,5,555,Champions
15688.0,419,1,190.57,1,1,1,111,Hibernating
15689.0,120,3,521.03,3,3,2,332,Need Attention
15690.0,4,2,239.76,5,2,1,521,Potential Loyalists
15691.0,252,4,571.3,2,3,2,232,At Risk
15692.0,28,1,191.04,4,1,1,411,Promising
15693.0,659,1,37.5,1,1,1,111,Hibernating
15694.0,1,24,10810.81,5,5,5,555,Champions
15695.0,267,4,1131.04,2,3,3,233,At Risk
15696.0,33,13,3906.57,4,5,5,455,Loyal Customers
15697.0,690,1,246.75,1,1,1,111,Hibernating
15698.0,624,1,46.2,1,1,1,111,Hibernating
15699.0,18,1,309.65,5,1,2,512,New Customers
15700.0,172,2,696.68,3,2,3,323,About to Sleep
15701.0,2,4,1542.14,5,3,4,534,Potential Loyalists
15702.0,476,2,140.39000000000001,1,2,1,121,Hibernating
15703.0,265,1,211.5,2,1,1,211,Hibernating
15704.0,140,6,3817.96,3,4,5,345,Loyal Customers
15705.0,201,1,143.1,2,1,1,211,Hibernating
15706.0,64,4,1060.56,3,3,3,333,Need Attention
15707.0,35,4,945.58,4,3,3,433,Potential Loyalists
15708.0,41,9,4378.72,4,5,5,455,Loyal Customers
15709.0,284,2,327.85,2,2,2,222,Hibernating
15710.0,417,1,898.87,1,1,3,113,Hibernating
15711.0,557,2,420.25,1,2,2,122,Hibernating
15712.0,9,12,3472.4100000000003,5,5,5,555,Champions
15713.0,143,4,1010.79,3,3,3,333,Need Attention
15714.0,12,5,784.8100000000001,5,4,3,543,Champions
15715.0,556,5,658.02,1,4,3,143,At Risk
15716.0,146,11,3056.81,3,5,5,355,Loyal Customers
15717.0,234,5,607.0,2,4,2,242,At Risk
15718.0,540,1,293.79,1,1,2,112,Hibernating
15719.0,33,31,10223.06,4,5,5,455,Loyal Customers
15720.0,24,2,741.92,4,2,3,423,Potential Loyalists
15721.0,12,1,507.08,5,1,2,512,New Customers
15722.0,36,11,5258.1,4,5,5,455,Loyal Customers
15723.0,365,4,947.65,2,3,3,233,At Risk
15724.0,201,3,310.85,2,3,2,232,At Risk
15725.0,15,1,415.25,5,1,2,512,New Customers
15726.0,390,1,321.91,2,1,2,212,Hibernating
15727.0,17,15,9445.51,5,5,5,555,Champions
15728.0,380,2,544.6,2,2,2,222,Hibernating
15729.0,213,3,192.55,2,3,1,231,At Risk
15730.0,66,5,1726.58,3,4,4,344,Loyal Customers
15731.0,554,1,125.3,1,1,1,111,Hibernating
15732.0,212,10,1682.07,2,5,4,254,Can't Lose
15733.0,283,1,162.3,2,1,1,211,Hibernating
15734.0,115,4,2263.3,3,3,4,334,Need Attention
15735.0,421,1,327.68,1,1,2,112,Hibernating
15736.0,435,2,1815.72,1,2,4,124,Hibernating
15737.0,15,8,1205.1200000000001,5,4,3,543,Champions
15738.0,19,41,13372.970000000001,5,5,5,555,Champions
15739.0,66,1,449.12,3,1,2,312,About to Sleep
15740.0,49,1,154.88,4,1,1,411,Promising
15741.0,458,2,208.62,1,2,1,121,Hibernating
15742.0,619,1,156.87,1,1,1,111,Hibernating
15743.0,16,4,784.46,5,3,3,533,Potential Loyalists
15744.0,78,1,34.8,3,1,1,311,About to Sleep
15745.0,19,4,1094.59,5,3,3,533,Potential Loyalists
15746.0,134,1,196.88,3,1,1,311,About to Sleep
15747.0,13,9,2562.61,5,5,4,554,Champions
15748.0,40,3,614.7600000000001,4,3,2,432,Potential Loyalists
15749.0,235,3,44534.3,2,3,5,235,At Risk
15750.0,3,18,6797.191,5,5,5,555,Champions
15751.0,461,11,1380.44,1,5,4,154,Can't Lose
15752.0,40,9,4207.54,4,5,5,455,Loyal Customers
15753.0,305,1,79.2,2,1,1,211,Hibernating
15754.0,51,9,3037.61,4,5,5,455,Loyal Customers
15755.0,10,17,5993.12,5,5,5,555,Champions
15756.0,61,4,532.96,3,3,2,332,Need Attention
15757.0,66,6,2940.36,3,4,4,344,Loyal Customers
15758.0,25,1,205.25,4,1,1,411,Promising
15759.0,218,7,830.9300000000001,2,4,3,243,At Risk
15760.0,631,2,13916.34,1,2,5,125,Hibernating
15761.0,443,1,143.05,1,1,1,111,Hibernating
15762.0,65,2,583.75,3,2,2,322,About to Sleep
15763.0,32,2,1086.92,4,2,3,423,Potential Loyalists
15764.0,88,8,4503.08,3,4,5,345,Loyal Customers
15765.0,667,1,370.63,1,1,2,112,Hibernating
15766.0,64,3,831.06,3,3,3,333,Need Attention
15768.0,116,34,15601.09,3,5,5,355,Loyal Customers
15769.0,7,46,88704.32,5,5,5,555,Champions
15770.0,613,1,321.45,1,1,2,112,Hibernating
15771.0,604,3,1006.54,1,3,3,133,At Risk
15772.0,418,1,280.88,1,1,1,111,Hibernating
15773.0,6,2,774.52,5,2,3,523,Potential Loyalists
15774.0,69,6,1329.94,3,4,4,344,Loyal Customers
15775.0,245,2,150.5,2,2,1,221,Hibernating
15776.0,133,1,241.62,3,1,1,311,About to Sleep
15777.0,241,7,1762.61,2,4,4,244,At Risk
15778.0,431,1,307.95,1,1,2,112,Hibernating
15779.0,463,2,124.08000000000001,1,2,1,121,Hibernating
15780.0,184,3,475.28000000000003,3,3,2,332,Need Attention
15781.0,25,3,345.46,4,3,2,432,Potential Loyalists
15782.0,10,4,4014.1,5,3,5,535,Potential Loyalists
15783.0,11,1,246.3,5,1,1,511,New Customers
15784.0,468,2,848.3299999999999,1,2,3,123,Hibernating
15785.0,33,16,5969.93,4,5,5,455,Loyal Customers
15786.0,46,5,8514.82,4,4,5,445,Loyal Customers
15787.0,26,3,948.05,4,3,3,433,Potential Loyalists
15788.0,509,1,221.82999999999998,1,1,1,111,Hibernating
15789.0,358,6,1962.01,2,4,4,244,At Risk
15790.0,10,1,220.85,5,1,1,511,New Customers
15791.0,44,5,3608.34,4,4,5,445,Loyal Customers
15792.0,400,2,933.84,2,2,3,223,Hibernating
15793.0,15,8,2399.57,5,4,4,544,Champions
15794.0,736,2,777.0,1,2,3,123,Hibernating
15795.0,150,8,1979.8700000000001,3,4,4,344,Loyal Customers
15796.0,1,17,5175.83,5,5,5,555,Champions
15797.0,113,6,2821.08,3,4,4,344,Loyal Customers
15798.0,493,3,1535.37,1,3,4,134,At Risk
15799.0,76,4,1424.29,3,3,4,334,Need Attention
15800.0,107,7,1242.58,3,4,3,343,Loyal Customers
15801.0,46,3,1063.95,4,3,3,433,Potential Loyalists
15802.0,143,1,451.42,3,1,2,312,About to Sleep
15803.0,51,4,1929.66,4,3,4,434,Potential Loyalists
15804.0,1,13,4206.39,5,5,5,555,Champions
15805.0,23,30,10189.23,4,5,5,455,Loyal Customers
15806.0,46,3,784.58,4,3,3,433,Potential Loyalists
15807.0,50,5,1817.52,4,4,4,444,Loyal Customers
15808.0,306,21,18409.93,2,5,5,255,Can't Lose
15809.0,36,7,1274.44,4,4,4,444,Loyal Customers
15810.0,79,8,2999.04,3,4,5,345,Loyal Customers
15811.0,22,7,3890.52,4,4,5,445,Loyal Customers
15812.0,107,12,5201.47,3,5,5,355,Loyal Customers
15813.0,208,2,1303.9099999999999,2,2,4,224,Hibernating
15814.0,17,6,2634.44,5,4,4,544,Champions
15815.0,64,5,2100.6,3,4,4,344,Loyal Customers
15816.0,542,2,144.14999999999998,1,2,1,121,Hibernating
15817.0,421,3,2766.4,1,3,4,134,At Risk
15818.0,588,1,340.5,1,1,2,112,Hibernating
15819.0,49,10,3934.79,4,5,5,455,Loyal Customers
15820.0,320,1,206.98,2,1,1,211,Hibernating
15821.0,44,2,570.96,4,2,2,422,Potential Loyalists
15822.0,3,6,1840.06,5,4,4,544,Champions
15823.0,372,3,3897.17,2,3,5,235,At Risk
15824.0,453,2,890.94,1,2,3,123,Hibernating
15825.0,172,1,532.94,3,1,2,312,About to Sleep
15826.0,56,4,2598.28,4,3,4,434,Potential Loyalists
15827.0,73,28,3794.07,3,5,5,355,Loyal Customers
15828.0,375,1,1108.82,2,1,3,213,Hibernating
15829.0,99,2,636.14,3,2,3,323,About to Sleep
15830.0,38,1,576.0,4,1,2,412,Promising
15831.0,58,3,801.76,4,3,3,433,Potential Loyalists
15832.0,254,1,836.79,2,1,3,213,Hibernating
15833.0,738,1,80.4,1,1,1,111,Hibernating
15834.0,70,7,3772.9900000000002,3,4,5,345,Loyal Customers
15835.0,44,4,954.09,4,3,3,433,Potential Loyalists
15836.0,50,1,137.37,4,1,1,411,Promising
15837.0,65,2,777.01,3,2,3,323,About to Sleep
15838.0,11,34,74163.0,5,5,5,555,Champions
15839.0,33,3,1048.49,4,3,3,433,Potential Loyalists
15840.0,59,2,355.56,4,2,2,422,Potential Loyalists
15841.0,73,9,2742.41,3,5,4,354,Loyal Customers
15842.0,393,2,548.8,2,2,2,222,Hibernating
15843.0,304,1,118.95000000000002,2,1,1,211,Hibernating
15844.0,46,1,130.73999999999998,4,1,1,411,Promising
15845.0,18,11,4426.28,5,5,5,555,Champions
15846.0,385,1,107.01,2,1,1,211,Hibernating
15847.0,38,5,822.57,4,4,3,443,Loyal Customers
15848.0,622,1,139.94,1,1,1,111,Hibernating
15850.0,19,6,1058.72,5,4,3,543,Champions
15851.0,527,1,109.73,1,1,1,111,Hibernating
15852.0,187,3,257.26,3,3,1,331,Need Attention
15853.0,52,1,110.8,4,1,1,411,Promising
15854.0,4,21,5583.81,5,5,5,555,Champions
15855.0,137,6,1052.72,3,4,3,343,Loyal Customers
15856.0,4,52,34220.340000000004,5,5,5,555,Champions
15857.0,19,2,570.48,5,2,2,522,Potential Loyalists
15858.0,16,13,3960.37,5,5,5,555,Champions
15859.0,432,1,438.46,1,1,2,112,Hibernating
15860.0,41,17,2505.21,4,5,4,454,Loyal Customers
15861.0,12,12,4401.79,5,5,5,555,Champions
15862.0,8,13,2928.29,5,5,4,554,Champions
15863.0,26,5,358.7,4,4,2,442,Loyal Customers
15864.0,22,7,2180.76,4,4,4,444,Loyal Customers
15865.0,41,5,2248.92,4,4,4,444,Loyal Customers
15866.0,101,1,230.53,3,1,1,311,About to Sleep
15867.0,5,31,9063.95,5,5,5,555,Champions
15868.0,583,1,94.53,1,1,1,111,Hibernating
15869.0,277,3,323.65999999999997,2,3,2,232,At Risk
15870.0,33,4,862.61,4,3,3,433,Potential Loyalists
15871.0,437,1,33.099999999999994,1,1,1,111,Hibernating
15872.0,15,4,795.68,5,3,3,533,Potential Loyalists
15873.0,500,4,313.91999999999996,1,3,2,132,At Risk
15874.0,64,21,11284.76,3,5,5,355,Loyal Customers
15875.0,646,1,111.72,1,1,1,111,Hibernating
15876.0,409,2,1449.1399999999999,2,2,4,224,Hibernating
15877.0,2,2,493.28,5,2,2,522,Potential Loyalists
15878.0,562,2,330.77,1,2,2,122,Hibernating
15879.0,404,4,1157.3,2,3,3,233,At Risk
15880.0,369,1,686.5600000000001,2,1,3,213,Hibernating
15881.0,312,5,501.39000000000004,2,4,2,242,At Risk
15882.0,199,8,1495.98,2,4,4,244,At Risk
15883.0,2,2,396.48,5,2,2,522,Potential Loyalists
15884.0,432,2,249.70000000000002,1,2,1,121,Hibernating
15885.0,93,15,1951.82,3,5,4,354,Loyal Customers
15886.0,60,4,1052.8700000000001,3,3,3,333,Need Attention
15887.0,407,3,1027.15,2,3,3,233,At Risk
15888.0,81,3,429.16,3,3,2,332,Need Attention
15889.0,157,8,1806.28,3,4,4,344,Loyal Customers
15890.0,395,5,535.65,2,4,2,242,At Risk
15891.0,227,1,524.52,2,1,2,212,Hibernating
15892.0,669,1,128.2,1,1,1,111,Hibernating
15893.0,482,1,305.28000000000003,1,1,2,112,Hibernating
15894.0,253,2,420.29,2,2,2,222,Hibernating
15895.0,150,1,179.17,3,1,1,311,About to Sleep
15897.0,194,2,222.05,2,2,1,221,Hibernating
15898.0,1,25,5596.31,5,5,5,555,Champions
15899.0,369,1,112.5,2,1,1,211,Hibernating
15900.0,24,4,900.4,4,3,3,433,Potential Loyalists
15901.0,17,7,703.22,5,4,3,543,Champions
15902.0,380,1,145.01,2,1,1,211,Hibernating
15903.0,10,12,8939.84,5,5,5,555,Champions
15904.0,8,1,164.68,5,1,1,511,New Customers
15905.0,543,1,114.69,1,1,1,111,Hibernating
15906.0,20,10,2555.64,4,5,4,454,Loyal Customers
15907.0,4,3,967.45,5,3,3,533,Potential Loyalists
15908.0,491,2,764.57,1,2,3,123,Hibernating
15909.0,174,1,191.94,3,1,1,311,About to Sleep
15910.0,1,15,2681.8,5,5,4,554,Champions
15911.0,624,8,1702.34,1,4,4,144,At Risk
15912.0,178,9,1074.7,3,5,3,353,Loyal Customers
15913.0,534,1,6.300000000000001,1,1,1,111,Hibernating
15914.0,378,2,205.99,2,2,1,221,Hibernating
15915.0,402,1,429.21,2,1,2,212,Hibernating
15916.0,16,13,3427.17,5,5,5,555,Champions
15917.0,248,5,560.63,2,4,2,242,At Risk
15918.0,191,3,582.88,2,3,2,232,At Risk
15919.0,20,2,910.61,4,2,3,423,Potential Loyalists
15920.0,154,9,571.64,3,5,2,352,Loyal Customers
15921.0,173,4,802.11,3,3,3,333,Need Attention
15922.0,373,1,739.0,2,1,3,213,Hibernating
15923.0,373,1,254.16,2,1,1,211,Hibernating
